Lake_Name,Year,Lake_Area_sqm,Rainfall_mm,Green_Cover_sqm,Encroachment_sqm,Flood_Area_sqm
Lake_3,2010,1002320.6185980502,772.8806829505187,349459.6753141541,0.0,0.0
Lake_3,2011,1001083.2612580166,696.910697288628,349398.42478474526,1225.0105881774457,183.75158822661686
Lake_3,2012,1000649.1858459645,939.8951112236716,349280.63925033616,3580.7212763594052,3728.7170893476405
Lake_3,2013,996872.9816134217,874.9572567609364,349034.10246746265,8511.45693382949,1276.7185400744233
Lake_3,2014,997090.1394353387,565.4491146748511,349160.15236263035,5990.459030475968,898.5688545713951
Lake_3,2015,996848.4917694515,572.5623489644917,349140.3513742492,6386.478798097892,957.9718197146838
Lake_3,2016,992788.2763321124,987.9568214583273,348701.98081712006,15153.889940681207,9309.629207768368
Lake_3,2017,987231.4829271666,671.7687540983162,348417.99131225253,20833.680038032282,3125.052005704842
Lake_3,2018,993315.262248346,799.9667177808237,348806.7619910216,13058.266462651005,1958.7399693976506
Lake_3,2019,993171.9805418231,806.8135809555207,348794.08227513614,13311.860780360188,1996.7791170540281
Lake_3,2020,976953.3081580651,943.7652143449195,347586.6943786572,37459.61870993885,9120.159954084389
Lake_3,2021,968738.9737457687,659.0272758551937,347101.6483272395,47160.53973829277,7074.080960743915
Lake_3,2022,965591.2597452498,898.2168384629146,346791.38676912826,53365.7709005177,8004.865635077655
Lake_3,2023,988405.365731394,987.0785113055774,348389.229456409,21408.917154902174,10177.61847768152
Lake_3,2024,970038.1157641421,704.5345242545924,347178.1915969807,45629.6743434693,6844.451151520395
Lake_3,2025,955889.4571782604,996.7901296499675,346063.1961246336,67929.58379041003,17932.647940558905
Lake_4,2010,217040.3457487829,819.5153988016335,74529.96906417113,0.0,0.0
Lake_4,2011,213503.27276597935,603.3504329567694,74354.52276748691,3508.9259336845794,526.3388900526869
Lake_4,2012,211221.5833291307,746.2478942626576,74140.5101429599,7789.178424224692,1168.3767636337038
Lake_4,2013,213458.0687007811,909.0097291014331,74242.12987134965,5756.783856429665,1584.2959065790974
Lake_4,2014,209337.12876784956,745.366985654378,74006.22085594278,10474.964164567198,1571.2446246850798
Lake_4,2015,211813.82809549588,750.0887392561934,74181.44161020257,6970.549079371153,1045.582361905673
Lake_4,2016,200750.03660375968,695.010866601536,73410.84145816951,22382.552120032455,3357.382818004868
Lake_4,2017,199823.50484615835,779.3991055698784,73314.52196156644,24308.94205209391,3646.341307814086
Lake_4,2018,188854.03837453036,609.0220677014468,72591.83758426031,38762.62959821655,5814.394439732482
Lake_4,2019,187801.00096724034,710.3789613460626,72480.42173600938,40990.94656323522,6148.6419844852835
Lake_4,2020,199395.72293219186,593.557249548689,73350.33820200498,23592.617243323286,3538.8925864984926
Lake_4,2021,185556.37394915003,493.3568680759392,72397.59912517082,42647.398780006246,6397.109817000936
Lake_4,2022,177951.12684616394,869.7626654572398,71719.93654732135,56200.65033699565,8430.097550549346
Lake_4,2023,176967.94315297983,620.6879832032652,71738.66438432748,55826.09359687314,8373.914039530971
Lake_4,2024,190298.71880378816,867.9889403990874,72602.54087467243,38548.56378997427,5782.28456849614
Lake_4,2025,177874.8397163292,779.9280326322971,71746.57126405636,55667.95600229565,8350.193400344348
Lake_5,2010,853037.2477281466,722.968707659575,297297.84146644705,0.0,0.0
Lake_5,2011,849247.3570531842,542.6416158880579,297091.53752243955,4126.078880149756,618.9118320224633
Lake_5,2012,850442.2454211977,697.5987849470748,297121.5448454909,3525.9324191232618,528.8898628684892
Lake_5,2013,849317.1106702035,508.61371176927145,297108.6727465548,3783.3743978451866,567.506159676778
Lake_5,2014,848824.6122066916,783.9782695921378,296975.14979993866,6453.83333016812,968.0749995252179
Lake_5,2015,845618.5662059229,728.3806763940761,296766.0027974545,10636.773379851671,1595.5160069777505
Lake_5,2016,844580.5511534523,715.7617529120702,296696.36562352156,12029.516858509778,1804.4275287764667
Lake_5,2017,843388.6566566414,751.080919439087,296598.6163142754,13984.5030434325,2097.675456514875
Lake_5,2018,829651.8224799761,664.1927923965465,295648.4453470288,32987.92238836473,4948.188358254709
Lake_5,2019,833774.4247649278,740.5651554877138,295915.64109484997,27644.007431942104,4146.601114791315
Lake_5,2020,818686.6491352716,843.641347281274,294801.1299099482,49934.23112997639,7490.134669496458
Lake_5,2021,834060.6898111645,947.2500611050903,295862.2725604321,28711.378120299614,8086.711606452162
Lake_5,2022,833559.5993385729,855.9779401845861,295859.07756986143,28775.277931712335,4316.29168975685
Lake_5,2023,835205.0947137142,846.881325802035,295979.861744651,26359.594435921084,3953.9391653881626
Lake_5,2024,836666.9651953286,653.1291374433972,296153.4782748944,22887.26383105295,3433.0895746579426
Lake_5,2025,808991.938802397,707.946955263001,294157.11288332083,62814.57166252385,9422.185749378577
Lake_6,2010,674593.3792396701,547.1908820018991,235150.0986903812,0.0,0.0
Lake_6,2011,671223.7948652448,376.37272186374474,234970.42057797158,3593.5622481922665,539.03433722884
Lake_6,2012,672860.1473325472,733.9736256096348,234959.58828858394,3810.208035944977,571.5312053917465
Lake_6,2013,671902.7528159267,904.5836389627475,234830.27081834208,6396.557440782287,1326.174733137143
Lake_6,2014,667613.8091050986,631.4130944391318,234621.4786048985,10572.401709653752,1585.8602564480627
Lake_6,2015,670392.5088948098,716.0091575110283,234789.7442816379,7207.088174865672,1081.0632262298507
Lake_6,2016,659789.9468053749,534.472104675555,234097.2530798338,21056.912210947696,3158.536831642154
Lake_6,2017,659704.5874783115,726.1981924484923,234022.6823822675,22548.326162273694,3382.248924341054
Lake_6,2018,650183.3190594036,804.0563455457166,233314.78529766793,36706.26785426497,5505.940178139745
Lake_6,2019,659763.9985042696,821.8976727645719,233992.74764115163,23147.020984591076,3472.0531476886613
Lake_6,2020,642450.918281857,591.746018448723,232838.29607323496,46236.05234292448,6935.407851438672
Lake_6,2021,659568.6647829036,870.6132279274021,233961.39681992447,23774.03740913432,3566.1056113701475
Lake_6,2022,660952.7502806024,618.6209469066235,234150.25731298182,19996.82754798757,2999.5241321981352
Lake_6,2023,650990.4768682249,694.4674333594052,233411.57832407884,34770.40732604668,5215.561098907002
Lake_6,2024,636409.8374334681,744.614741222573,232352.1943259308,55958.08728900773,8393.71309335116
Lake_6,2025,652480.257970152,741.4200827628698,233501.2224565724,32977.52467617566,4946.628701426348
Lake_7,2010,394660.98054347833,785.9313308575946,136755.96336121662,0.0,0.0
Lake_7,2011,393170.13746475446,840.9514278520796,136629.82453523832,2522.7765195662055,378.4164779349308
Lake_7,2012,392040.1249928626,720.9278149121178,136591.9749347246,3279.7685298406227,491.9652794760934
Lake_7,2013,390825.6080300139,825.1409850180219,136468.00473376902,5759.172548952265,863.8758823428398
Lake_7,2014,382350.75834237697,776.7063111744692,135879.9564253105,17520.138718122573,2628.0208077183856
Lake_7,2015,388329.9864440039,734.238151950941,136322.21134657797,8675.040292773165,1301.2560439159747
Lake_7,2016,383635.4372746314,616.9489794516226,136028.77539608683,14543.759302595845,2181.5638953893767
Lake_7,2017,386021.56495230587,520.3856672030693,136233.69998458092,10445.267532714099,1566.7901299071148
Lake_7,2018,380009.02182394156,643.4683660771683,135760.27451152843,19913.77699376386,2987.066549064579
Lake_7,2019,376062.6848718485,720.4859619786984,135450.88701641408,26101.526896050535,3915.22903440758
Lake_7,2020,366791.85872574407,826.3216343330453,134750.88669442295,40101.53333587361,6015.2300003810415
Lake_7,2021,378722.4657402442,804.4542621852661,135610.88268551143,22901.613514103643,3435.2420271155465
Lake_7,2022,373265.29768485384,731.3153809587287,135247.20599627876,30175.14729875739,4526.272094813608
Lake_7,2023,370948.06575564924,845.0016554804745,135041.08718900636,34297.52344420502,5144.6285166307525
Lake_7,2024,353430.127117424,698.9906380870405,133841.95264963078,58280.214231716585,8742.032134757488
Lake_7,2025,381657.8243483448,754.0612203321475,135838.54867246616,18348.29377500896,2752.2440662513436
Lake_8,2010,687768.4264847474,702.3959367871968,239489.756380284,0.0,0.0
Lake_8,2011,685939.6933548035,606.6934257185846,239393.31205352678,1928.8865351441355,289.33298027162033
Lake_8,2012,685872.4003713885,748.7179374538414,239337.78237194885,3039.4801667029164,455.92202500543743
Lake_8,2013,683672.8668631345,726.2596583363783,239188.6936496155,6021.254613369805,903.1881920054708
Lake_8,2014,674118.1579786795,578.2432647965009,238559.07744127582,18613.57878016343,2792.036817024514
Lake_8,2015,670373.6170979227,540.1687439212332,238305.20827867722,23690.962032135616,3553.6443048203423
Lake_8,2016,676827.474101801,746.918911637342,238692.35871905563,15947.953224567247,2392.192983685087
Lake_8,2017,669986.1318187789,634.8452562039911,238243.7177186374,24920.773232932097,3738.1159849398146
Lake_8,2018,670224.0821491117,922.6210712901591,238157.93709398754,26636.38572592937,5805.143562102132
Lake_8,2019,669152.4479222096,535.1998650089544,238219.75650859496,25399.997433780925,3809.9996150671386
Lake_8,2020,659923.7195787051,694.8429192468731,237503.54625040252,39724.20259762962,5958.630389644443
Lake_8,2021,660012.2679803908,891.0135388008372,237439.81020068223,40998.92359203535,6149.838538805303
Lake_8,2022,648394.1934691406,818.0479676930509,236636.00686813143,57074.99024305153,8561.24853645773
Lake_8,2023,665295.5425774168,333.3943089032664,238016.33668257607,29468.393954158695,4420.259093123804
Lake_8,2024,650323.1221488098,581.1928911802805,236858.37858686235,52627.55586843292,7894.133380264938
Lake_8,2025,666858.83714392,446.2059541372686,238087.71070688558,28040.91346796811,4206.137020195216
Lake_9,2010,562438.0077485709,679.1519039085935,195664.78688015978,0.0,0.0
Lake_9,2011,559765.7149170166,704.8963878008296,195464.7143622301,4001.4503585935854,600.2175537890378
Lake_9,2012,560099.7706693434,809.9202499563947,195451.06696519788,4274.398299237984,641.1597448856976
Lake_9,2013,560054.9450834428,799.4500252171006,195451.6045036119,4263.647530958016,639.5471296437024
Lake_9,2014,553448.8050015373,615.1088356683014,195045.5734940289,12384.267722617356,1857.6401583926033
Lake_9,2015,546950.3139875848,681.2339870401323,194557.77943897093,22140.148823776944,3321.0223235665417
Lake_9,2016,547792.4238365046,620.4377507081377,194639.64308401235,20502.875922948748,3075.4313884423123
Lake_9,2017,540443.7349186548,862.8666162058355,194028.15499505962,32732.637702003263,4909.895655300489
Lake_9,2018,539500.7039596024,440.4117291003682,194111.6723862364,31062.289878467673,4659.343481770151
Lake_9,2019,539341.0274809165,738.4251952178265,193993.83354271686,33419.06674885802,5012.860012328703
Lake_9,2020,530751.0742420102,606.1891337648668,193427.4926190282,44745.88522263149,6711.882783394723
Lake_9,2021,547581.5665787641,748.4992012312906,194578.8456189869,21718.825223457552,3257.823783518633
Lake_9,2022,529020.471592319,852.2280095551407,193216.0071169823,48975.59526354955,7346.339289532432
Lake_9,2023,521063.275405661,666.5510942698791,192713.9491448229,59016.75470673758,8852.513206010637
Lake_9,2024,542787.0538311006,537.3870773006826,194311.7776098433,27060.185406329856,4059.0278109494784
Lake_9,2025,539838.9636378087,414.7256869898743,194145.00737829058,30395.5900373837,4559.338505607555
Lake_10,2010,146406.01886486108,559.2391220148459,50263.43813917539,0.0,0.0
Lake_10,2011,143206.65031374135,457.32982689538244,50071.30799092379,3842.6029650319642,576.3904447547947
Lake_10,2012,144690.30399431632,671.7983510523709,50100.687352337365,3255.0157367605275,488.2523605140791
Lake_10,2013,139283.7747954095,673.7308491815154,49713.81651736933,10992.432436121324,1648.8648654181986
Lake_10,2014,136614.72287804863,744.8318213633855,49497.776747492884,15313.227833650191,2296.9841750475284
Lake_10,2015,141324.23340110254,615.3679049009817,49880.40746930474,7660.613397413155,1149.0920096119733
Lake_10,2016,142861.36027660887,807.5726833699377,49921.557682387705,6837.60913575381,1025.6413703630715
Lake_10,2017,125843.4941888951,596.2175331585644,48781.47980119792,29639.16675954937,4445.875013932406
Lake_10,2018,133182.02642500965,540.0943606628949,49325.704665383135,18754.669475845207,2813.200421376781
Lake_10,2019,127919.8740780328,692.4235788887446,48895.433348375554,27360.095815996814,4104.014372399522
Lake_10,2020,116063.81018387381,713.1587546375702,48041.166221739615,44445.438348715536,6666.8157523073305
Lake_10,2021,129761.33859112729,841.9080946170881,48973.579200836466,25797.178766778557,3869.5768150167833
Lake_10,2022,135217.8865367158,819.2429785559513,49371.427309828905,17840.216586929695,2676.032488039454
Lake_10,2023,123395.19108669893,868.5462734934304,48509.3407437786,35081.947907935784,5262.292186190368
Lake_10,2024,129310.602458121,496.02873927853625,49064.91210395693,23970.520704369323,3595.5781056553983
Lake_10,2025,104469.93515787777,1042.944789185791,47095.25156468696,63363.73148976861,20940.142858328574
Lake_11,2010,981827.0417528905,639.0418122358757,342521.14144209883,0.0,0.0
Lake_11,2011,981025.9462213021,621.7362204528747,342470.1009011936,1020.8108181046489,153.12162271569733
Lake_11,2012,976194.4456769571,630.7872352965834,342121.7612141533,7987.604558909708,1198.1406838364562
Lake_11,2013,977195.7424035064,858.2821139965057,342112.0342379426,8182.144083124486,1227.3216124686728
Lake_11,2014,977572.9184491303,1106.2453215908818,342050.41709563206,9414.486929335872,17911.798766670923
Lake_11,2015,964241.0565478212,431.13066065225865,341339.2536244452,23637.75635307307,3545.6634529609605
Lake_11,2016,968543.8225372828,734.8663304056703,341538.1170273519,19660.48829493793,2949.0732442406897
Lake_11,2017,963808.7174388843,714.2877768648101,341207.24471801665,26277.934481643962,3941.690172246594
Lake_11,2018,964314.9918094097,793.0183121964288,341215.2891247214,26117.04634754786,3917.556952132179
Lake_11,2019,960017.5302458768,809.5987858234936,340902.40598674514,32374.709107073955,4856.206366061093
Lake_11,2020,962136.2016242676,557.1813068960763,341143.8887562471,27545.053717033996,4131.758057555099
Lake_11,2021,967794.7749941037,687.98567921986,341501.3567211198,20395.69441958084,3059.3541629371257
Lake_11,2022,957095.9464127294,633.1934307239093,340756.72333977016,35288.36204657296,5293.254306985944
Lake_11,2023,947312.0246589292,719.4284907041849,340027.07355022006,49881.35783757526,7482.203675636289
Lake_11,2024,945912.9543967127,588.5635680251859,339973.8774324471,50945.2801930345,7641.792028955175
Lake_11,2025,962281.0922844384,904.734095503921,341030.1120931851,29820.586978274616,4851.815687054875
Lake_12,2010,191576.93589709466,649.4102433223969,65915.45963816893,0.0,0.0
Lake_12,2011,188469.9714134809,683.0495384715564,65681.51956964325,4678.8013705136245,701.8202055770437
Lake_12,2012,187547.93818744287,548.0793735625268,65663.86368382233,5031.919086932089,754.7878630398134
Lake_12,2013,182909.90772826943,690.5929825828132,65281.678076374126,12675.631235896137,1901.3446853844205
Lake_12,2014,187723.16786697562,587.0611232083494,65662.4580360583,5060.032042212535,759.0048063318802
Lake_12,2015,181895.50383114984,895.0145928428913,65136.21293720127,15584.934019353297,2337.7401029029943
Lake_12,2016,187396.13430078575,726.0762451114877,65589.45023779362,6520.188007506228,978.0282011259342
Lake_12,2017,176862.950075497,814.3524031256895,64805.552736696496,22198.138029448764,3329.7207044173147
Lake_12,2018,167392.27898865938,661.8847907829719,64183.52894918763,34638.61377962596,5195.792066943894
Lake_12,2019,168252.97005570165,675.8958343336292,64240.00293842256,33509.13399492741,5026.370099239111
Lake_12,2020,161007.6162972563,817.7288181572555,63671.82303288231,44872.73210573239,6730.909815859859
Lake_12,2021,168328.67064244967,975.1746076205553,64138.52484701638,35538.695823051145,11344.772983102097
Lake_12,2022,184447.50006367415,918.690728722811,65310.04261956732,12108.340372032239,3311.5093536297113
Lake_12,2023,168155.3689260343,524.616860311547,64287.059634168494,32568.000080008747,4885.200012001312
Lake_12,2024,147129.70858577854,494.1763764313705,62796.09835410743,62387.22568122999,9358.083852184498
Lake_12,2025,152693.93507552124,642.8975448675459,63140.42840036185,55500.624756141646,8325.093713421247
Lake_13,2010,411096.64855376165,932.6856294114045,142251.6271423466,0.0,2614.8503529123627
Lake_13,2011,409844.78577828646,899.5752639730346,142174.0335031835,1551.8727832619247,232.7809174892887
Lake_13,2012,405457.85165647714,880.2455447681002,141867.58453705604,7680.85210581147,1152.1278158717205
Lake_13,2013,402134.45219809376,804.2335387687796,141657.346006457,11885.622717792525,1782.8434076688786
Lake_13,2014,403902.9294923589,363.51483548693835,141941.0653500766,6211.235845400606,931.6853768100909
Lake_13,2015,403136.7584884163,620.4450627740649,141794.5780543353,9140.98176022665,1371.1472640339975
Lake_13,2016,404637.618171648,756.1000161875594,141853.33411977557,7965.8604514206145,1194.8790677130921
Lake_13,2017,389297.1975001855,772.9850432093863,140751.55941930617,30001.3544608086,4500.20316912129
Lake_13,2018,402196.6254497759,910.7457980309077,141623.7468604121,12557.605638690344,2743.30468827617
Lake_13,2019,400904.7314466039,539.1811677128048,141664.1703710134,11749.135426663986,1762.370313999598
Lake_13,2020,403167.7360644221,831.8100924110838,141721.30322775105,10606.478291911388,1590.9717437867082
Lake_13,2021,397209.91324004164,679.5849583168762,141350.11057390037,18030.331368924795,2704.5497053387194
Lake_13,2022,385951.261045253,645.915987575794,140557.945763823,33873.62757047235,5081.044135570853
Lake_13,2023,386330.93462214206,804.5992294586396,140528.39271864263,34464.68847407971,5169.703271111956
Lake_13,2024,382439.91565185954,540.3161049579726,140344.84962237268,38135.5503994785,5720.332559921775
Lake_13,2025,365476.90986396687,713.6507642572834,139071.30111634487,63606.52052003457,9540.978078005186
Lake_14,2010,350289.96962291986,633.785064694976,121492.36550480574,0.0,0.0
Lake_14,2011,348098.531179437,704.4801769228797,121310.585933047,3635.591435174859,545.3387152762288
Lake_14,2012,344238.430375407,577.4057768840851,121080.24816134443,8242.346869226323,1236.3520303839484
Lake_14,2013,347841.30999428313,978.9997890410577,121194.17027263666,5963.904643381632,7214.5688197918635
Lake_14,2014,345262.2908929143,815.538141910697,121068.33378222829,8480.634451548842,1272.0951677323262
Lake_14,2015,339608.4744625751,425.97332810506185,120803.62004213466,13774.909253421705,2066.2363880132557
Lake_14,2016,335425.915502862,793.0549651346225,120373.76524607316,22372.005174651542,3355.800776197731
Lake_14,2017,337891.4834396669,707.6928777706119,120580.36370133208,18240.03606947309,2736.0054104209635
Lake_14,2018,344140.5306144645,577.5966326211786,121073.18715851386,8383.566925837733,1257.53503887566
Lake_14,2019,323550.5828654181,837.3270987930401,119509.71572423488,39652.995611417224,5947.949341712583
Lake_14,2020,339650.62366541126,813.702357831091,120668.15604600651,16484.18917598458,2472.6283763976867
Lake_14,2021,320126.4480077906,530.2960017253243,119374.78862621424,42351.537571830035,6352.730635774505
Lake_14,2022,335942.5177721025,340.36121169779767,120572.34174867492,18400.47512261641,2760.0712683924617
Lake_14,2023,326520.89084358467,724.8362710912095,119762.055875426,34606.192587594865,5190.9288881392295
Lake_14,2024,302777.3441068054,720.3288635627543,118067.69803977336,68493.34930064768,10274.002395097152
Lake_14,2025,335226.4744262617,678.2944563530709,120400.50535088083,21837.20307849815,3275.5804617747226
Lake_15,2010,189740.7646423977,811.3238602518252,64989.45086939849,0.0,0.0
Lake_15,2011,186790.7989286614,758.2312591677061,64797.700675947366,3835.0038690224355,575.2505803533653
Lake_15,2012,186024.2381812397,721.8423206971661,64755.94238629958,4670.169661978124,700.5254492967186
Lake_15,2013,184046.8724774381,636.2322065026052,64645.27701966895,6883.476994590703,1032.5215491886054
Lake_15,2014,180065.2196856936,690.3581031095816,64341.542571470425,12958.165958561272,1943.7248937841907
Lake_15,2015,172997.67489046731,503.77319615144074,63903.35541001074,21721.909187754904,3258.2863781632354
Lake_15,2016,175314.99635431313,805.4570586066861,63961.134135122855,20566.334685512684,3084.9502028269026
Lake_15,2017,164943.42657069585,580.5184931445032,63300.64292395812,33776.158908807476,5066.423836321122
Lake_15,2018,161994.44731750872,775.1126092361286,63020.50365012631,39378.94438544354,5906.841657816531
Lake_15,2019,169642.72295812125,690.1251605646755,63597.161713267014,27845.783122629557,4176.867468394434
Lake_15,2020,167370.9820002389,572.4464062333948,63476.92262853659,30250.564817238013,4537.5847225857015
Lake_15,2021,178168.50303399135,1116.2669167335675,64053.95252005456,18709.966986878644,20107.8483867172
Lake_15,2022,169291.22388332675,1027.070860171981,63451.716886636226,30754.67965524533,14778.870762045273
Lake_15,2023,168687.38189883143,513.0343152407136,63592.16979664772,27945.621455015305,4191.843218252296
Lake_15,2024,155741.93128735002,751.4775231079061,62582.33646444648,48142.28809904013,7221.34321485602
Lake_15,2025,147240.58803571135,497.99898348462233,62065.62571062346,58476.50317550048,8771.475476325071
Lake_16,2010,777333.9224469817,645.9960784681232,270936.37971912435,0.0,0.0
Lake_16,2011,776099.5650563748,647.3384655721112,270847.7319101153,1772.956180181231,265.94342702718467
Lake_16,2012,774267.271171766,755.7777801248628,270678.1254488744,5165.085404999241,774.7628107498862
Lake_16,2013,774835.9242054259,679.7228978908514,270745.90598064795,3809.474769527893,571.4212154291839
Lake_16,2014,767040.7686603897,581.5057438815097,270224.18671100587,14243.860162369794,2136.579024355469
Lake_16,2015,760801.443799738,758.0443298712935,269715.4711545344,24418.171291799354,3662.725693769903
Lake_16,2016,770719.7670789323,614.7961232415494,270475.0828911303,9225.936559880716,1383.8904839821073
Lake_16,2017,769468.8446990921,659.6465416508709,270369.71328599553,11333.328662576227,1699.999299386434
Lake_16,2018,763841.665894951,636.5632620716417,269976.01597126375,19207.27495721187,2881.0912435817804
Lake_16,2019,751384.351240206,961.7312624671197,268970.07635292644,39326.067323958036,10837.411095963278
Lake_16,2020,758594.932270647,430.96554489759245,269674.67703994707,25234.05358354572,3785.108037531858
Lake_16,2021,741759.0856730986,430.7210065702687,268472.2039038105,49283.516306277,7392.52744594155
Lake_16,2022,735498.2662332174,603.8610726669292,267963.1667773559,59464.25883536899,8919.638825305348
Lake_16,2023,764622.0791775618,622.4522716136564,270036.7994166138,17991.60605021087,2698.7409075316305
Lake_16,2024,727772.2647683449,465.06946478875125,267460.8779612501,69510.03515748552,10426.505273622826
Lake_16,2025,724931.8784082225,636.3701653212022,267196.8143996226,74791.30639003529,11218.695958505292
Lake_17,2010,753969.7134727705,574.5855791488295,262883.87495195924,0.0,0.0
Lake_17,2011,753380.5294658372,771.915583271126,262771.3153785632,2251.191467921287,337.67872018819304
Lake_17,2012,753774.0584078156,943.1492936022651,262738.2696921577,2912.105196031595,3888.759267585944
Lake_17,2013,747330.7439062771,682.2271498771468,262371.2194219496,10253.1106001929,1537.966590028935
Lake_17,2014,745486.5938868765,1044.6040694944556,262110.07409212907,15476.017196603256,13889.72813904694
Lake_17,2015,749774.297245347,868.3295607096526,262479.293799443,8091.623050325135,1213.7434575487703
Lake_17,2016,734508.7515429696,659.5249426848848,261463.4707557106,28408.08392497326,4261.212588745989
Lake_17,2017,748678.0235350537,729.3589267123219,262450.62090370676,8665.08096504909,1299.7621447573636
Lake_17,2018,740231.1801445705,866.236598323317,261798.3900645255,21709.69774867485,3256.4546623012275
Lake_17,2019,740575.0205011922,762.9116342411348,261859.85186288497,20480.461781485545,3072.0692672228315
Lake_17,2020,746683.7287308187,707.0497394696331,262316.1388417052,11354.722205079885,1703.2083307619826
Lake_17,2021,718124.0443681303,548.0893236705908,260332.93296429858,51018.83975321301,7652.825962981951
Lake_17,2022,725779.0855364249,643.9968366848896,260845.46893595738,40768.1203200372,6115.2180480055795
Lake_17,2023,734600.2984471683,691.9306542025432,261458.43635189705,28508.772001243975,4276.315800186596
Lake_17,2024,720736.748549661,545.6919105337382,260520.41091052824,47269.28082862014,7090.392124293021
Lake_17,2025,707103.092121351,513.6672115075389,259558.01570101545,66517.18501887577,9977.577752831365
Lake_18,2010,126737.43578794664,584.0871669969357,43335.94998353669,0.0,0.0
Lake_18,2011,125228.23775674957,970.2739301451429,43090.22628018397,4914.474067054444,6359.0855216696
Lake_18,2012,122701.60155048118,521.8381766364402,43069.90789170362,5320.84183666143,798.1262754992144
Lake_18,2013,124572.1988177545,664.8129166722583,43152.45957506749,3669.808169383942,550.4712254075913
Lake_18,2014,119056.84803152857,704.5342575053083,42744.31975432526,11832.604584228477,1774.8906876342714
Lake_18,2015,112650.88725792943,833.118158456133,42240.82830587146,21902.433553304574,3285.365032995686
Lake_18,2016,110441.38193451177,609.3403946002175,42162.927127004456,23460.457130644707,3519.068569596706
Lake_18,2017,122049.13338983685,751.1035772205862,42941.42252287754,7890.549213182928,1183.5823819774391
Lake_18,2018,116147.16611884144,613.1965540246679,42569.10594037641,15336.880863205537,2300.5321294808305
Lake_18,2019,115162.89567422503,789.4289072378851,42435.86078247052,18001.78402132338,2700.267603198507
Lake_18,2020,112810.62460847003,792.2690149959026,42266.82709643158,21382.45774210208,3207.368661315312
Lake_18,2021,115598.42399187764,758.2310030392396,42478.112056659505,17156.7585375436,2573.5137806315397
